uid,iid,user_idx,item_idx,user_id,product_id,rating,rating_count,time_of_day,season,device_type,gender,category,brand,price,original_price,discount_percentage,product_views,purchase_intent,interaction_type,timestamp,price_range,time_of_day_encoded,season_encoded,device_type_encoded,category_encoded,day_of_week,month,hour,is_weekend,explicit_rating
25,25,25,25,26,26,4.71,323,afternoon,summer,tablet,M,Bag,Gucci,2228222,2893795,23,1537,medium,view,2023-06-13 12:08:14,Luxury,0,2,2,0,1,6,12,0,0.9033333333333333
16,232,16,232,17,233,4.66,187,afternoon,summer,mobile,F,Shorts,Puma,1248566,1541440,19,1560,high,purchase,2023-06-13 12:09:33,Premium,0,2,1,14,1,6,12,0,0.8866666666666667
2,84,2,84,3,85,3.7,363,afternoon,summer,mobile,F,Sunglasses,Levi's,1184991,1559199,24,1992,medium,view,2023-06-13 13:28:32,Premium,0,2,1,17,1,6,13,0,0.5666666666666668
102,254,102,254,103,255,4.49,41,afternoon,summer,desktop,M,Jeans,Gap,509888,662193,23,424,high,purchase,2023-06-13 13:32:18,Mid,0,2,0,10,1,6,13,0,0.8300000000000001
30,397,30,397,31,398,4.73,251,afternoon,summer,mobile,F,Jacket,Mango,910683,1124300,19,215,high,purchase,2023-06-13 14:01:33,Mid,0,2,1,9,1,6,14,0,0.9100000000000001
137,496,137,496,138,497,3.19,326,afternoon,summer,mobile,F,Coat,Bershka,731971,851130,14,1737,medium,cart,2023-06-13 15:29:47,Mid,0,2,1,5,1,6,15,0,0.39666666666666667
178,204,178,204,179,205,4.95,126,afternoon,summer,mobile,M,Cardigan,Puma,864912,1081141,20,228,high,purchase,2023-06-13 16:14:29,Mid,0,2,1,3,1,6,16,0,0.9833333333333334
161,425,161,425,162,426,4.93,73,evening,summer,mobile,F,Dress,Carhartt,684639,769258,11,1198,high,purchase,2023-06-13 18:08:52,Mid,1,2,1,6,1,6,18,0,0.9766666666666666
162,67,162,67,163,68,4.59,84,evening,summer,tablet,M,Polo Shirt,Gap,687652,893055,23,331,high,purchase,2023-06-13 21:16:08,Mid,1,2,2,11,1,6,21,0,0.8633333333333333
39,321,39,321,40,322,4.71,25,evening,summer,mobile,F,Polo Shirt,Bershka,1855777,2263143,18,1413,high,purchase,2023-06-13 21:27:38,Premium,1,2,1,11,1,6,21,0,0.9033333333333333
68,159,68,159,69,160,4.93,239,evening,summer,tablet,F,Shirt,Gap,1043677,1185997,12,34,high,purchase,2023-06-13 21:41:34,Premium,1,2,2,12,1,6,21,0,0.9766666666666666
127,90,127,90,128,91,4.82,335,evening,summer,mobile,F,Sweater,Levi's,1740978,2123145,18,1668,high,cart,2023-06-13 21:59:02,Premium,1,2,1,18,1,6,21,0,0.9400000000000001
63,136,63,136,64,137,4.22,136,evening,summer,mobile,F,Hat,Levi's,1762214,2230651,21,476,medium,cart,2023-06-13 22:06:24,Premium,1,2,1,7,1,6,22,0,0.7399999999999999
130,13,130,13,131,14,4.18,292,evening,summer,tablet,M,Sunglasses,Puma,2392046,2687693,11,44,high,view,2023-06-13 23:06:34,Luxury,1,2,2,17,1,6,23,0,0.7266666666666666
21,324,21,324,22,325,3.04,256,night,summer,mobile,M,Jacket,Mango,2395959,2662177,10,1450,low,view,2023-06-14 04:13:45,Luxury,3,2,1,9,2,6,4,0,0.3466666666666667
156,301,156,301,157,302,3.88,303,night,summer,tablet,M,Blouse,Forever 21,389015,442063,12,1092,high,cart,2023-06-14 04:37:07,Budget,3,2,2,1,2,6,4,0,0.6266666666666666
79,173,79,173,80,174,4.18,381,night,summer,desktop,F,Polo Shirt,Dickies,340496,410237,17,484,high,purchase,2023-06-14 05:37:09,Budget,3,2,0,11,2,6,5,0,0.7266666666666666
65,461,65,461,66,462,4.98,382,morning,summer,tablet,F,Shirt,Puma,616580,725389,15,1801,high,cart,2023-06-14 06:06:16,Mid,2,2,2,12,2,6,6,0,0.9933333333333335
186,435,186,435,187,436,4.04,280,morning,summer,mobile,M,Skirt,The North Face,1197413,1345408,11,1452,high,purchase,2023-06-14 06:13:01,Premium,2,2,1,15,2,6,6,0,0.68
157,115,157,115,158,116,4.44,137,afternoon,summer,desktop,F,Jeans,Zara,1726001,2271054,24,1742,high,view,2023-06-14 12:47:17,Premium,0,2,0,10,2,6,12,0,0.8133333333333335
42,95,42,95,43,96,4.07,103,afternoon,summer,mobile,M,Bag,Tommy Hilfiger,1415214,1664958,15,465,high,purchase,2023-06-14 16:54:14,Premium,0,2,1,0,2,6,16,0,0.6900000000000001
75,37,75,37,76,38,4.98,241,evening,summer,desktop,M,Blouse,Ralph Lauren,1814396,2326149,22,876,medium,view,2023-06-14 20:23:51,Premium,1,2,0,1,2,6,20,0,0.9933333333333335
64,248,64,248,65,249,4.91,379,evening,summer,mobile,M,Jacket,Bershka,1548573,1935717,20,1003,high,purchase,2023-06-14 20:29:35,Premium,1,2,1,9,2,6,20,0,0.9700000000000001
53,421,53,421,54,422,4.87,48,evening,summer,desktop,M,Sunglasses,Gucci,860050,955612,10,969,high,purchase,2023-06-14 23:49:36,Mid,1,2,0,17,2,6,23,0,0.9566666666666667
112,35,112,35,113,36,4.69,382,night,summer,tablet,F,Hoodie,Lacoste,648407,771914,16,1853,high,cart,2023-06-15 01:21:15,Mid,3,2,2,8,3,6,1,0,0.8966666666666668
56,215,56,215,57,216,3.09,265,night,summer,tablet,F,Boots,Levi's,627978,721814,13,1629,medium,cart,2023-06-15 02:13:31,Mid,3,2,2,2,3,6,2,0,0.3633333333333333
62,71,62,71,63,72,4.37,225,night,summer,tablet,M,Hoodie,Lacoste,1733309,2194063,21,1382,medium,cart,2023-06-15 05:55:45,Premium,3,2,2,8,3,6,5,0,0.79
109,167,109,167,110,168,2.46,50,morning,summer,desktop,F,Sunglasses,Forever 21,2371400,2664495,11,1699,low,view,2023-06-15 06:50:39,Luxury,2,2,0,17,3,6,6,0,0.15333333333333332
119,386,119,386,120,387,2.59,98,morning,summer,desktop,F,T-shirt,Forever 21,1803865,2254832,20,644,low,view,2023-06-15 07:10:57,Premium,2,2,0,19,3,6,7,0,0.19666666666666663
109,120,109,120,110,121,2.94,69,morning,summer,tablet,F,Blouse,Levi's,986228,1248390,21,21,medium,view,2023-06-15 07:38:58,Mid,2,2,2,1,3,6,7,0,0.3133333333333333
77,234,77,234,78,235,4.29,357,morning,summer,desktop,M,Jeans,Pull&Bear,1523006,1977930,23,1692,high,purchase,2023-06-15 09:09:52,Premium,2,2,0,10,3,6,9,0,0.7633333333333333
45,443,45,443,46,444,4.24,181,morning,summer,mobile,F,Shirt,Levi's,594873,691713,14,1165,high,view,2023-06-15 10:00:22,Mid,2,2,1,12,3,6,10,0,0.7466666666666667
18,40,18,40,19,41,4.47,205,morning,summer,desktop,F,Sunglasses,Bershka,1606100,1958659,18,1551,high,cart,2023-06-15 10:14:20,Premium,2,2,0,17,3,6,10,0,0.8233333333333333
62,267,62,267,63,268,4.82,182,morning,summer,tablet,F,Jacket,Carhartt,2481184,2819528,12,772,high,cart,2023-06-15 11:51:24,Luxury,2,2,2,9,3,6,11,0,0.9400000000000001
190,296,190,296,191,297,3.19,220,afternoon,summer,desktop,F,Skirt,Nike,1151879,1476769,22,1346,low,view,2023-06-15 12:52:57,Premium,0,2,0,15,3,6,12,0,0.39666666666666667
6,475,6,475,7,476,4.17,287,afternoon,summer,tablet,F,Sunglasses,Mango,1912151,2451476,22,1186,high,view,2023-06-15 13:40:55,Premium,0,2,2,17,3,6,13,0,0.7233333333333333
45,67,45,67,46,68,4.01,242,afternoon,summer,desktop,M,Shoes,H&M,2335069,2623674,11,1810,high,cart,2023-06-15 14:46:30,Luxury,0,2,0,13,3,6,14,0,0.6699999999999999
156,350,156,350,157,351,4.43,130,afternoon,summer,mobile,F,Shoes,Bershka,1405425,1673126,16,1614,medium,cart,2023-06-15 15:03:08,Premium,0,2,1,13,3,6,15,0,0.8099999999999999
121,320,121,320,122,321,4.46,42,afternoon,summer,tablet,F,Shorts,Lacoste,1176165,1434348,18,1200,medium,view,2023-06-15 16:17:21,Premium,0,2,2,14,3,6,16,0,0.82
63,356,63,356,64,357,4.86,297,evening,summer,desktop,M,Cardigan,Mango,2218720,2739161,19,448,medium,view,2023-06-15 19:24:31,Luxury,1,2,0,3,3,6,19,0,0.9533333333333335
106,91,106,91,107,92,4.84,173,evening,summer,tablet,M,Blouse,Forever 21,1611558,1810740,11,681,high,view,2023-06-15 21:18:39,Premium,1,2,2,1,3,6,21,0,0.9466666666666667
165,129,165,129,166,130,4.14,225,night,summer,mobile,M,Skirt,Calvin Klein,843470,980780,14,1329,medium,view,2023-06-16 00:54:20,Mid,3,2,1,15,4,6,0,0,0.7133333333333333
88,333,88,333,89,334,3.82,258,morning,summer,desktop,M,T-shirt,Uniqlo,834133,969923,14,1864,medium,cart,2023-06-16 06:10:03,Mid,2,2,0,19,4,6,6,0,0.6066666666666666
160,272,160,272,161,273,2.59,133,morning,summer,tablet,F,Jacket,Mango,1002776,1269337,21,1438,medium,view,2023-06-16 08:05:26,Premium,2,2,2,9,4,6,8,0,0.19666666666666663
85,465,85,465,86,466,3.35,233,morning,summer,mobile,M,Skirt,Forever 21,2054108,2633473,22,919,high,cart,2023-06-16 08:55:05,Luxury,2,2,1,15,4,6,8,0,0.45
172,382,172,382,173,383,4.39,48,morning,summer,tablet,F,Shoes,Uniqlo,2216641,2770802,20,900,high,purchase,2023-06-16 09:59:39,Luxury,2,2,2,13,4,6,9,0,0.7966666666666665
167,352,167,352,168,353,3.08,283,morning,summer,tablet,M,Jacket,Gucci,274716,330984,17,265,medium,cart,2023-06-16 11:01:24,Budget,2,2,2,9,4,6,11,0,0.36000000000000004
91,156,91,156,92,157,4.33,224,afternoon,summer,mobile,F,Boots,Dickies,2148016,2789632,23,989,high,purchase,2023-06-16 14:34:11,Luxury,0,2,1,2,4,6,14,0,0.7766666666666667
151,230,151,230,152,231,3.17,220,afternoon,summer,tablet,M,Shoes,H&M,1954224,2605632,25,1904,low,view,2023-06-16 16:15:15,Premium,0,2,2,13,4,6,16,0,0.38999999999999996
80,52,80,52,81,53,3.14,271,afternoon,summer,tablet,F,Cargo Pants,Levi's,2140691,2548442,16,855,high,cart,2023-06-16 16:54:49,Luxury,0,2,2,4,4,6,16,0,0.38000000000000006
12,401,12,401,13,402,4.78,223,evening,summer,desktop,F,Shoes,Tommy Hilfiger,2602590,2891767,10,1183,medium,cart,2023-06-16 23:24:39,Luxury,1,2,0,13,4,6,23,0,0.9266666666666667
131,378,131,378,132,379,4.04,50,evening,summer,tablet,M,Boots,Gucci,1268431,1605609,21,1222,high,purchase,2023-06-16 23:39:27,Premium,1,2,2,2,4,6,23,0,0.68
80,434,80,434,81,435,2.27,115,night,summer,mobile,F,Shorts,Zara,2443585,2874807,15,833,low,view,2023-06-17 01:32:42,Luxury,3,2,1,14,5,6,1,1,0.09000000000000001
39,267,39,267,40,268,4.18,357,night,summer,mobile,M,Polo Shirt,Uniqlo,2557120,2973396,14,1066,medium,view,2023-06-17 02:40:06,Luxury,3,2,1,11,5,6,2,1,0.7266666666666666
140,496,140,496,141,497,4.09,29,night,summer,tablet,M,Boots,Carhartt,1541791,2002326,23,323,high,purchase,2023-06-17 05:25:30,Premium,3,2,2,2,5,6,5,1,0.6966666666666667
71,110,71,110,72,111,4.62,367,afternoon,summer,desktop,F,Bag,H&M,1679336,2209653,24,1815,medium,cart,2023-06-17 16:05:08,Premium,0,2,0,0,5,6,16,1,0.8733333333333334
100,470,100,470,101,471,2.3,84,evening,summer,mobile,M,Skirt,Forever 21,2123197,2558069,17,1723,medium,view,2023-06-17 18:27:08,Luxury,1,2,1,15,5,6,18,1,0.09999999999999994
144,242,144,242,145,243,4.49,365,evening,summer,tablet,M,Boots,Puma,384961,437456,12,372,high,view,2023-06-17 21:48:59,Budget,1,2,2,2,5,6,21,1,0.8300000000000001
26,267,26,267,27,268,4.23,272,evening,summer,desktop,F,Shirt,Zara,1624596,2030745,20,840,medium,view,2023-06-17 22:15:05,Premium,1,2,0,12,5,6,22,1,0.7433333333333335
101,127,101,127,102,128,4.41,142,evening,summer,desktop,F,Hat,Ralph Lauren,486816,632229,23,1078,high,purchase,2023-06-17 22:47:41,Budget,1,2,0,7,5,6,22,1,0.8033333333333333
63,284,63,284,64,285,4.95,395,night,summer,desktop,M,Sneakers,The North Face,1440589,1756816,18,663,high,purchase,2023-06-18 05:17:53,Premium,3,2,0,16,6,6,5,1,0.9833333333333334
127,111,127,111,128,112,4.28,164,morning,summer,tablet,F,Jeans,Bershka,2256993,2719269,17,1032,high,purchase,2023-06-18 10:36:58,Luxury,2,2,2,10,6,6,10,1,0.7600000000000001
80,223,80,223,81,224,3.92,113,morning,summer,mobile,F,Jeans,Levi's,821790,923360,11,93,medium,view,2023-06-18 10:47:31,Mid,2,2,1,10,6,6,10,1,0.64
94,260,94,260,95,261,4.01,218,afternoon,summer,tablet,M,Boots,Uniqlo,1117220,1414203,21,347,high,purchase,2023-06-18 12:13:09,Premium,0,2,2,2,6,6,12,1,0.6699999999999999
171,186,171,186,172,187,4.89,57,afternoon,summer,desktop,F,Cargo Pants,Calvin Klein,2356679,2708827,13,78,high,cart,2023-06-18 12:30:31,Luxury,0,2,0,4,6,6,12,1,0.9633333333333333
156,332,156,332,157,333,3.48,71,afternoon,summer,mobile,M,Cargo Pants,Bershka,1810613,2155492,16,306,low,view,2023-06-18 14:22:46,Premium,0,2,1,4,6,6,14,1,0.49333333333333335
152,488,152,488,153,489,4.66,370,afternoon,summer,desktop,F,Hat,Zara,807613,997054,19,504,high,cart,2023-06-18 17:36:06,Mid,0,2,0,7,6,6,17,1,0.8866666666666667
182,450,182,450,183,451,2.69,286,evening,summer,tablet,M,Hoodie,Uniqlo,753812,942266,20,1642,medium,view,2023-06-18 18:44:45,Mid,1,2,2,8,6,6,18,1,0.22999999999999998
151,365,151,365,152,366,3.18,56,evening,summer,mobile,M,Hat,Gucci,1424261,1582513,10,1078,high,cart,2023-06-18 19:10:41,Premium,1,2,1,7,6,6,19,1,0.39333333333333337
167,72,167,72,168,73,4.0,312,evening,summer,tablet,M,T-shirt,Forever 21,2544006,2890916,12,378,medium,cart,2023-06-18 19:56:31,Luxury,1,2,2,19,6,6,19,1,0.6666666666666666
6,243,6,243,7,244,4.18,242,evening,summer,tablet,M,Sunglasses,H&M,2495632,2868543,13,331,high,purchase,2023-06-18 22:13:05,Luxury,1,2,2,17,6,6,22,1,0.7266666666666666
7,406,7,406,8,407,3.77,211,evening,summer,desktop,F,T-shirt,Calvin Klein,1303747,1552080,16,454,high,cart,2023-06-18 23:11:37,Premium,1,2,0,19,6,6,23,1,0.59
7,55,7,55,8,56,3.91,276,night,summer,mobile,M,Shorts,Zara,1575647,1875771,16,254,medium,cart,2023-06-19 00:53:31,Premium,3,2,1,14,0,6,0,0,0.6366666666666667
152,113,152,113,153,114,4.66,252,night,summer,tablet,F,Jacket,Tommy Hilfiger,1049588,1179313,11,1501,high,purchase,2023-06-19 02:15:22,Premium,3,2,2,9,0,6,2,0,0.8866666666666667
117,86,117,86,118,87,4.95,170,night,summer,desktop,F,Hoodie,Forever 21,863704,1107313,22,356,high,cart,2023-06-19 04:35:29,Mid,3,2,0,8,0,6,4,0,0.9833333333333334
35,225,35,225,36,226,4.32,328,morning,summer,tablet,F,Bag,Gucci,921348,1083939,15,1489,medium,cart,2023-06-19 07:04:32,Mid,2,2,2,0,0,6,7,0,0.7733333333333334
171,169,171,169,172,170,4.55,47,morning,summer,mobile,F,Cardigan,Lacoste,1636268,1859396,12,1557,high,purchase,2023-06-19 07:31:00,Premium,2,2,1,3,0,6,7,0,0.85
173,166,173,166,174,167,2.63,159,morning,summer,mobile,F,Shoes,Mango,1397352,1814744,23,570,low,view,2023-06-19 10:20:56,Premium,2,2,1,13,0,6,10,0,0.20999999999999996
149,413,149,413,150,414,4.87,348,afternoon,summer,tablet,F,Boots,Forever 21,1519968,1876504,19,1258,high,purchase,2023-06-19 12:48:38,Premium,0,2,2,2,0,6,12,0,0.9566666666666667
9,402,9,402,10,403,3.46,316,afternoon,summer,mobile,M,T-shirt,Gap,991204,1166123,15,197,medium,view,2023-06-19 13:10:06,Mid,0,2,1,19,0,6,13,0,0.48666666666666664
161,76,161,76,162,77,4.16,279,afternoon,summer,tablet,M,Shirt,Puma,1990924,2236994,11,1868,high,purchase,2023-06-19 14:25:45,Premium,0,2,2,12,0,6,14,0,0.7200000000000001
33,199,33,199,34,200,3.54,196,evening,summer,desktop,F,Jacket,Tommy Hilfiger,342187,397892,14,1212,high,cart,2023-06-19 21:08:24,Budget,1,2,0,9,0,6,21,0,0.5133333333333333
105,487,105,487,106,488,4.85,53,night,summer,desktop,M,Polo Shirt,Zara,417316,485252,14,568,high,view,2023-06-20 02:37:35,Budget,3,2,0,11,1,6,2,0,0.9499999999999998
74,322,74,322,75,323,4.86,30,night,summer,mobile,F,Sneakers,Mango,1506763,1772663,15,233,high,purchase,2023-06-20 03:46:10,Premium,3,2,1,16,1,6,3,0,0.9533333333333335
100,174,100,174,101,175,2.21,97,night,summer,mobile,F,Hat,Tommy Hilfiger,502593,620486,19,155,medium,view,2023-06-20 05:30:10,Mid,3,2,1,7,1,6,5,0,0.06999999999999999
163,103,163,103,164,104,4.47,386,morning,summer,mobile,F,Dress,The North Face,594203,761799,22,1923,high,view,2023-06-20 08:43:47,Mid,2,2,1,6,1,6,8,0,0.8233333333333333
151,456,151,456,152,457,3.09,289,morning,summer,tablet,M,Sneakers,Tommy Hilfiger,891909,991010,10,467,low,view,2023-06-20 11:49:42,Mid,2,2,2,16,1,6,11,0,0.3633333333333333
117,167,117,167,118,168,2.17,157,afternoon,summer,mobile,M,Blouse,Adidas,756431,982378,23,664,medium,view,2023-06-20 16:35:43,Mid,0,2,1,1,1,6,16,0,0.05666666666666664
120,472,120,472,121,473,4.38,136,afternoon,summer,desktop,M,Cardigan,Gucci,2013943,2262858,11,978,high,purchase,2023-06-20 17:33:43,Luxury,0,2,0,3,1,6,17,0,0.7933333333333333
43,232,43,232,44,233,2.89,251,afternoon,summer,desktop,M,Coat,Lacoste,1114331,1410546,21,1500,low,view,2023-06-20 17:41:19,Premium,0,2,0,5,1,6,17,0,0.2966666666666667
178,279,178,279,179,280,3.8,28,evening,summer,desktop,M,Bag,Forever 21,284618,360276,21,638,high,cart,2023-06-20 19:24:13,Budget,1,2,0,0,1,6,19,0,0.6
37,295,37,295,38,296,3.43,40,evening,summer,tablet,M,Hoodie,Dickies,1050641,1236049,15,1838,medium,view,2023-06-20 20:16:40,Premium,1,2,2,8,1,6,20,0,0.47666666666666674
147,150,147,150,148,151,4.58,369,evening,summer,mobile,M,Shirt,Forever 21,1941146,2181064,11,487,high,purchase,2023-06-20 21:36:18,Premium,1,2,1,12,1,6,21,0,0.86
37,0,37,0,38,1,4.74,307,evening,summer,tablet,M,Bag,Forever 21,1617600,2156801,25,1947,high,view,2023-06-20 22:46:33,Premium,1,2,2,0,1,6,22,0,0.9133333333333334
117,222,117,222,118,223,4.85,58,night,summer,tablet,M,Shorts,Levi's,1360247,1638852,17,824,high,view,2023-06-21 02:36:35,Premium,3,2,2,14,2,6,2,0,0.9499999999999998
76,441,76,441,77,442,4.24,321,night,summer,desktop,F,Sunglasses,Gap,2361218,2951523,20,884,high,purchase,2023-06-21 04:31:45,Luxury,3,2,0,17,2,6,4,0,0.7466666666666667
172,467,172,467,173,468,3.68,333,night,summer,tablet,M,Skirt,Dickies,2240899,2699879,17,1435,high,cart,2023-06-21 05:30:38,Luxury,3,2,2,15,2,6,5,0,0.56
169,55,169,55,170,56,4.6,128,morning,summer,mobile,F,Jacket,Puma,295673,369592,20,146,high,purchase,2023-06-21 07:01:37,Budget,2,2,1,9,2,6,7,0,0.8666666666666666
132,304,132,304,133,305,4.97,296,morning,summer,mobile,M,Hat,Forever 21,1926838,2240510,14,1083,high,purchase,2023-06-21 07:03:30,Premium,2,2,1,7,2,6,7,0,0.9899999999999999
131,242,131,242,132,243,4.36,128,morning,summer,mobile,M,Hat,Forever 21,1928740,2323784,17,1690,medium,view,2023-06-21 08:18:04,Premium,2,2,1,7,2,6,8,0,0.7866666666666667
153,240,153,240,154,241,4.02,351,morning,summer,tablet,M,Polo Shirt,Nike,1449282,1932377,25,1436,high,purchase,2023-06-21 10:23:10,Premium,2,2,2,11,2,6,10,0,0.6733333333333332
100,23,100,23,101,24,2.38,109,morning,summer,mobile,F,Sweater,Zara,701945,779939,10,88,low,view,2023-06-21 10:58:15,Mid,2,2,1,18,2,6,10,0,0.12666666666666662
62,223,62,223,63,224,4.5,287,afternoon,summer,desktop,F,Hat,Calvin Klein,640294,842493,24,723,high,purchase,2023-06-21 12:56:51,Mid,0,2,0,7,2,6,12,0,0.8333333333333334
119,447,119,447,120,448,2.94,78,afternoon,summer,tablet,M,Bag,Tommy Hilfiger,1979193,2638925,25,1012,low,view,2023-06-21 15:01:05,Premium,0,2,2,0,2,6,15,0,0.3133333333333333
153,156,153,156,154,157,4.31,243,afternoon,summer,desktop,F,Bag,Lacoste,1393268,1720085,19,1087,medium,view,2023-06-21 15:30:51,Premium,0,2,0,0,2,6,15,0,0.7699999999999999
45,116,45,116,46,117,3.55,74,evening,summer,mobile,M,Jacket,Puma,1176588,1417576,17,1310,high,cart,2023-06-21 18:00:52,Premium,1,2,1,9,2,6,18,0,0.5166666666666666
127,202,127,202,128,203,3.92,388,evening,summer,desktop,F,Boots,Dickies,2517289,2860556,12,259,high,cart,2023-06-21 18:28:41,Luxury,1,2,0,2,2,6,18,0,0.64
162,306,162,306,163,307,4.5,270,evening,summer,tablet,M,Blouse,Adidas,515338,599231,14,264,medium,cart,2023-06-21 23:36:31,Mid,1,2,2,1,2,6,23,0,0.8333333333333334
179,436,179,436,180,437,4.33,80,night,summer,desktop,F,Shoes,Zara,1566692,1843168,15,48,high,purchase,2023-06-22 01:25:39,Premium,3,2,0,13,3,6,1,0,0.7766666666666667
145,79,145,79,146,80,4.72,353,night,summer,desktop,F,Polo Shirt,Gucci,394211,458385,14,279,high,purchase,2023-06-22 01:28:15,Budget,3,2,0,11,3,6,1,0,0.9066666666666666
189,473,189,473,190,474,4.12,391,night,summer,desktop,M,Boots,The North Face,676367,814901,17,1042,high,cart,2023-06-22 02:23:12,Mid,3,2,0,2,3,6,2,0,0.7066666666666667
125,28,125,28,126,29,4.53,67,night,summer,tablet,F,Polo Shirt,Adidas,827948,974057,15,546,high,purchase,2023-06-22 03:06:26,Mid,3,2,2,11,3,6,3,0,0.8433333333333334
71,131,71,131,72,132,4.45,379,night,summer,desktop,F,Shorts,Gap,1179415,1355650,13,1766,high,purchase,2023-06-22 04:00:39,Premium,3,2,0,14,3,6,4,0,0.8166666666666668
152,10,152,10,153,11,3.75,41,night,summer,mobile,F,Blouse,Calvin Klein,1591183,1988979,20,1493,low,view,2023-06-22 05:27:49,Premium,3,2,1,1,3,6,5,0,0.5833333333333334
94,30,94,30,95,31,3.7,251,night,summer,mobile,F,Shirt,Carhartt,297722,354431,16,937,low,view,2023-06-22 05:28:48,Budget,3,2,1,12,3,6,5,0,0.5666666666666668
2,138,2,138,3,139,3.31,372,morning,summer,tablet,F,Sneakers,Ralph Lauren,1709359,2191487,22,1728,high,cart,2023-06-22 06:35:40,Premium,2,2,2,16,3,6,6,0,0.4366666666666667
170,69,170,69,171,70,4.86,88,morning,summer,desktop,F,Shoes,Carhartt,1486871,1728920,14,1362,high,purchase,2023-06-22 07:00:49,Premium,2,2,0,13,3,6,7,0,0.9533333333333335
188,412,188,412,189,413,4.51,365,morning,summer,desktop,M,Sweater,The North Face,1498333,1683521,11,1925,high,purchase,2023-06-22 07:03:30,Premium,2,2,0,18,3,6,7,0,0.8366666666666666
56,157,56,157,57,158,4.43,302,morning,summer,mobile,F,Shorts,Tommy Hilfiger,2190168,2576669,15,1627,high,purchase,2023-06-22 09:05:04,Luxury,2,2,1,14,3,6,9,0,0.8099999999999999
20,225,20,225,21,226,4.03,313,morning,summer,mobile,M,Shoes,Calvin Klein,1570136,1847219,15,155,high,cart,2023-06-22 09:16:09,Premium,2,2,1,13,3,6,9,0,0.6766666666666667
193,81,193,81,194,82,3.84,336,morning,summer,mobile,F,Hoodie,Gap,1311012,1542368,15,1444,medium,cart,2023-06-22 10:01:07,Premium,2,2,1,8,3,6,10,0,0.6133333333333333
190,263,190,263,191,264,4.23,68,morning,summer,desktop,M,Sunglasses,Puma,602436,692456,13,1438,medium,view,2023-06-22 10:03:34,Mid,2,2,0,17,3,6,10,0,0.7433333333333335
131,202,131,202,132,203,4.33,150,afternoon,summer,desktop,F,Boots,Puma,1180943,1440175,18,1841,high,purchase,2023-06-22 16:52:35,Premium,0,2,0,2,3,6,16,0,0.7766666666666667
149,200,149,200,150,201,4.29,393,afternoon,summer,mobile,F,T-shirt,H&M,2156240,2536753,15,1649,high,cart,2023-06-22 17:10:11,Luxury,0,2,1,19,3,6,17,0,0.7633333333333333
137,268,137,268,138,269,2.5,127,evening,summer,desktop,F,Blouse,Adidas,1330492,1642583,19,383,low,view,2023-06-22 18:06:16,Premium,1,2,0,1,3,6,18,0,0.16666666666666666
118,25,118,25,119,26,4.81,201,evening,summer,tablet,F,Cardigan,Nike,1467067,1905283,23,459,medium,view,2023-06-22 18:27:52,Premium,1,2,2,3,3,6,18,0,0.9366666666666665
128,328,128,328,129,329,2.11,348,evening,summer,mobile,F,Coat,Adidas,368726,419007,12,1599,medium,view,2023-06-22 18:37:09,Budget,1,2,1,5,3,6,18,0,0.036666666666666625
32,129,32,129,33,130,4.98,326,night,summer,desktop,F,Dress,Adidas,1968903,2430745,19,978,high,view,2023-06-23 00:02:38,Premium,3,2,0,6,4,6,0,0,0.9933333333333335
15,450,15,450,16,451,4.74,282,night,summer,mobile,F,Hoodie,Levi's,837210,1008687,17,887,medium,cart,2023-06-23 00:26:58,Mid,3,2,1,8,4,6,0,0,0.9133333333333334
22,164,22,164,23,165,3.25,81,night,summer,tablet,M,Coat,Puma,1616388,2020486,20,1909,high,cart,2023-06-23 00:55:14,Premium,3,2,2,5,4,6,0,0,0.4166666666666667
177,334,177,334,178,335,3.48,232,night,summer,mobile,M,Jeans,Bershka,1415995,1706019,17,1497,medium,cart,2023-06-23 01:59:59,Premium,3,2,1,10,4,6,1,0,0.49333333333333335
28,251,28,251,29,252,4.17,63,night,summer,desktop,F,Dress,Bershka,1478776,1699743,13,1854,medium,cart,2023-06-23 03:14:06,Premium,3,2,0,6,4,6,3,0,0.7233333333333333
98,79,98,79,99,80,2.75,321,night,summer,tablet,M,Sunglasses,Carhartt,1127810,1375379,18,1178,medium,view,2023-06-23 04:00:34,Premium,3,2,2,17,4,6,4,0,0.25
159,179,159,179,160,180,3.54,105,night,summer,desktop,M,Shoes,Uniqlo,1933952,2222934,13,1033,high,cart,2023-06-23 04:34:59,Premium,3,2,0,13,4,6,4,0,0.5133333333333333
119,365,119,365,120,366,3.4,148,morning,summer,mobile,M,Blouse,Nike,1253842,1607491,22,717,medium,cart,2023-06-23 06:41:56,Premium,2,2,1,1,4,6,6,0,0.4666666666666666
5,249,5,249,6,250,4.01,399,morning,summer,desktop,M,Skirt,Adidas,1253342,1440624,13,148,high,purchase,2023-06-23 07:17:51,Premium,2,2,0,15,4,6,7,0,0.6699999999999999
147,146,147,146,148,147,3.05,191,morning,summer,mobile,F,Sweater,Adidas,514046,619333,17,466,medium,view,2023-06-23 07:41:09,Mid,2,2,1,18,4,6,7,0,0.3499999999999999
189,426,189,426,190,427,4.3,249,morning,summer,tablet,M,Hat,The North Face,375477,463552,19,568,high,view,2023-06-23 09:46:32,Budget,2,2,2,7,4,6,9,0,0.7666666666666666
